#    L    TT             EE             TE          
  1014   0.950802E+03   0.367516E+02  -0.591717E+02
  1015   0.952251E+03   0.365380E+02  -0.601369E+02
  1016   0.953892E+03   0.363189E+02  -0.610821E+02
  1017   0.955649E+03   0.360968E+02  -0.620066E+02
  1018   0.957447E+03   0.358693E+02  -0.629101E+02
  1019   0.959287E+03   0.356394E+02  -0.637925E+02
  1020   0.961317E+03   0.354036E+02  -0.646533E+02
  1021   0.963387E+03   0.351647E+02  -0.654928E+02
  1022   0.965498E+03   0.349228E+02  -0.663103E+02
  1023   0.967723E+03   0.346764E+02  -0.671031E+02
  1024   0.969988E+03   0.344263E+02  -0.678749E+02
  1025   0.972292E+03   0.341741E+02  -0.686209E+02
  1026   0.974932E+03   0.339174E+02  -0.693456E+02
  1027   0.977387E+03   0.336594E+02  -0.700469E+02
  1028   0.979882E+03   0.333977E+02  -0.707236E+02
  1029   0.982488E+03   0.331325E+02  -0.713780E+02
  1030   0.985132E+03   0.328652E+02  -0.720081E+02
  1031   0.987664E+03   0.325951E+02  -0.726126E+02
  1032   0.990456E+03   0.323208E+02  -0.731968E+02
  1033   0.993210E+03   0.320452E+02  -0.737557E+02
  1034   0.996149E+03   0.317684E+02  -0.742895E+02
  1035   0.999050E+03   0.314882E+02  -0.747998E+02
  1036   0.100199E+04   0.312053E+02  -0.752861E+02
  1037   0.100496E+04   0.309213E+02  -0.757478E+02
  1038   0.100804E+04   0.306361E+02  -0.761851E+02
  1039   0.101115E+04   0.303484E+02  -0.765943E+02
  1040   0.101415E+04   0.300588E+02  -0.769810E+02
  1041   0.101733E+04   0.297689E+02  -0.773400E+02
  1042   0.102048E+04   0.294765E+02  -0.776760E+02
  1043   0.102365E+04   0.291831E+02  -0.779846E+02
  1044   0.102693E+04   0.288880E+02  -0.782699E+02
  1045   0.103010E+04   0.285942E+02  -0.785319E+02
  1046   0.103337E+04   0.282979E+02  -0.787634E+02
  1047   0.103667E+04   0.280008E+02  -0.789795E+02
  1048   0.103986E+04   0.277035E+02  -0.791653E+02
  1049   0.104315E+04   0.274060E+02  -0.793212E+02
  1050   0.104640E+04   0.271078E+02  -0.794546E+02
  1051   0.104967E+04   0.268095E+02  -0.795659E+02
  1052   0.105298E+04   0.265111E+02  -0.796476E+02
  1053   0.105617E+04   0.262126E+02  -0.797074E+02
  1054   0.105939E+04   0.259147E+02  -0.797455E+02
  1055   0.106257E+04   0.256175E+02  -0.797545E+02
  1056   0.106579E+04   0.253201E+02  -0.797421E+02
  1057   0.106903E+04   0.250233E+02  -0.797009E+02
  1058   0.107239E+04   0.247277E+02  -0.796387E+02
  1059   0.107563E+04   0.244320E+02  -0.795480E+02
  1060   0.107883E+04   0.241368E+02  -0.794365E+02
  1061   0.108199E+04   0.238436E+02  -0.792969E+02
  1062   0.108518E+04   0.235509E+02  -0.791368E+02
  1063   0.108819E+04   0.232595E+02  -0.789490E+02
  1064   0.109131E+04   0.229692E+02  -0.787483E+02
  1065   0.109440E+04   0.226794E+02  -0.785202E+02
  1066   0.109737E+04   0.223914E+02  -0.782648E+02
  1067   0.110045E+04   0.221054E+02  -0.779823E+02
  1068   0.110342E+04   0.218205E+02  -0.776801E+02
  1069   0.110636E+04   0.215382E+02  -0.773660E+02
  1070   0.110934E+04   0.212563E+02  -0.770252E+02
  1071   0.111213E+04   0.209777E+02  -0.766579E+02
  1072   0.111497E+04   0.207002E+02  -0.762642E+02
  1073   0.111784E+04   0.204252E+02  -0.758518E+02
  1074   0.112054E+04   0.201527E+02  -0.754207E+02
  1075   0.112327E+04   0.198812E+02  -0.749711E+02
  1076   0.112590E+04   0.196130E+02  -0.744958E+02
  1077   0.112858E+04   0.193472E+02  -0.740097E+02
  1078   0.113107E+04   0.190847E+02  -0.734834E+02
  1079   0.113353E+04   0.188238E+02  -0.729541E+02
  1080   0.113604E+04   0.185653E+02  -0.724071E+02
  1081   0.113837E+04   0.183115E+02  -0.718351E+02
  1082   0.114067E+04   0.180601E+02  -0.712458E+02
  1083   0.114294E+04   0.178110E+02  -0.706392E+02
  1084   0.114518E+04   0.175658E+02  -0.700156E+02
  1085   0.114732E+04   0.173236E+02  -0.693676E+02
  1086   0.114943E+04   0.170853E+02  -0.687178E+02
  1087   0.115144E+04   0.168507E+02  -0.680290E+02
  1088   0.115336E+04   0.166177E+02  -0.673387E+02
  1089   0.115524E+04   0.163899E+02  -0.666247E+02
  1090   0.115703E+04   0.161659E+02  -0.659094E+02
  1091   0.115879E+04   0.159448E+02  -0.651633E+02
  1092   0.116053E+04   0.157274E+02  -0.644088E+02
  1093   0.116209E+04   0.155153E+02  -0.636387E+02
  1094   0.116349E+04   0.153060E+02  -0.628605E+02
  1095   0.116500E+04   0.151026E+02  -0.620743E+02
  1096   0.116635E+04   0.149014E+02  -0.612656E+02
  1097   0.116760E+04   0.147053E+02  -0.604418E+02
  1098   0.116883E+04   0.145142E+02  -0.596106E+02
  1099   0.116997E+04   0.143275E+02  -0.587721E+02
  1100   0.117101E+04   0.141459E+02  -0.579191E+02
  1101   0.117196E+04   0.139677E+02  -0.570568E+02
  1102   0.117296E+04   0.137946E+02  -0.561831E+02
  1103   0.117372E+04   0.136265E+02  -0.553009E+02
  1104   0.117446E+04   0.134640E+02  -0.544088E+02
  1105   0.117504E+04   0.133056E+02  -0.535089E+02
  1106   0.117560E+04   0.131513E+02  -0.525998E+02
  1107   0.117607E+04   0.130026E+02  -0.516830E+02
  1108   0.117645E+04   0.128578E+02  -0.507592E+02
  1109   0.117667E+04   0.127163E+02  -0.498276E+02
  1110   0.117688E+04   0.125824E+02  -0.488897E+02
  1111   0.117692E+04   0.124531E+02  -0.479449E+02
  1112   0.117703E+04   0.123284E+02  -0.469952E+02
  1113   0.117691E+04   0.122097E+02  -0.460385E+02
  1114   0.117670E+04   0.120947E+02  -0.450778E+02
  1115   0.117648E+04   0.119857E+02  -0.441130E+02
  1116   0.117618E+04   0.118819E+02  -0.431434E+02
  1117   0.117573E+04   0.117832E+02  -0.421704E+02
  1118   0.117519E+04   0.116902E+02  -0.411927E+02
  1119   0.117465E+04   0.116016E+02  -0.402131E+02
  1120   0.117395E+04   0.115187E+02  -0.392309E+02
  1121   0.117317E+04   0.114408E+02  -0.382453E+02
  1122   0.117232E+04   0.113677E+02  -0.372594E+02
  1123   0.117131E+04   0.113010E+02  -0.362724E+02
  1124   0.117031E+04   0.112384E+02  -0.352842E+02
  1125   0.116915E+04   0.111812E+02  -0.342949E+02
  1126   0.116792E+04   0.111296E+02  -0.333067E+02
  1127   0.116661E+04   0.110827E+02  -0.323189E+02
  1128   0.116523E+04   0.110419E+02  -0.313328E+02
  1129   0.116378E+04   0.110064E+02  -0.303471E+02
  1130   0.116210E+04   0.109755E+02  -0.293640E+02
  1131   0.116051E+04   0.109499E+02  -0.283842E+02
  1132   0.115877E+04   0.109295E+02  -0.274061E+02
  1133   0.115689E+04   0.109151E+02  -0.264322E+02
  1134   0.115501E+04   0.109050E+02  -0.254615E+02
  1135   0.115299E+04   0.109001E+02  -0.244948E+02
  1136   0.115090E+04   0.109009E+02  -0.235344E+02
  1137   0.114875E+04   0.109061E+02  -0.225772E+02
  1138   0.114653E+04   0.109177E+02  -0.216270E+02
  1139   0.114425E+04   0.109327E+02  -0.206816E+02
  1140   0.114182E+04   0.109541E+02  -0.197439E+02
  1141   0.113934E+04   0.109789E+02  -0.188125E+02
  1142   0.113679E+04   0.110100E+02  -0.178887E+02
  1143   0.113418E+04   0.110451E+02  -0.169734E+02
  1144   0.113136E+04   0.110849E+02  -0.160665E+02
  1145   0.112863E+04   0.111309E+02  -0.151681E+02
  1146   0.112577E+04   0.111808E+02  -0.142789E+02
  1147   0.112284E+04   0.112361E+02  -0.133996E+02
  1148   0.111979E+04   0.112952E+02  -0.125301E+02
  1149   0.111675E+04   0.113595E+02  -0.116721E+02
  1150   0.111358E+04   0.114283E+02  -0.108248E+02
  1151   0.111043E+04   0.115015E+02  -0.998875E+01
  1152   0.110708E+04   0.115792E+02  -0.916473E+01
  1153   0.110382E+04   0.116619E+02  -0.835328E+01
  1154   0.110043E+04   0.117491E+02  -0.755278E+01
  1155   0.109699E+04   0.118405E+02  -0.676529E+01
  1156   0.109342E+04   0.119356E+02  -0.599142E+01
  1157   0.108979E+04   0.120349E+02  -0.522953E+01
  1158   0.108619E+04   0.121391E+02  -0.448171E+01
  1159   0.108253E+04   0.122469E+02  -0.374705E+01
  1160   0.107867E+04   0.123597E+02  -0.302764E+01
  1161   0.107491E+04   0.124758E+02  -0.232111E+01
  1162   0.107102E+04   0.125961E+02  -0.162953E+01
  1163   0.106708E+04   0.127206E+02  -0.952754E+00
  1164   0.106316E+04   0.128491E+02  -0.290635E+00
  1165   0.105912E+04   0.129810E+02   0.356976E+00
  1166   0.105495E+04   0.131169E+02   0.988742E+00
  1167   0.105088E+04   0.132561E+02   0.160481E+01
  1168   0.104669E+04   0.133993E+02   0.220608E+01
  1169   0.104252E+04   0.135457E+02   0.278971E+01
  1170   0.103830E+04   0.136953E+02   0.335884E+01
  1171   0.103395E+04   0.138488E+02   0.391064E+01
  1172   0.102963E+04   0.140055E+02   0.444600E+01
  1173   0.102527E+04   0.141653E+02   0.496506E+01
  1174   0.102085E+04   0.143275E+02   0.546687E+01
  1175   0.101639E+04   0.144927E+02   0.595165E+01
  1176   0.101180E+04   0.146610E+02   0.641879E+01
  1177   0.100732E+04   0.148330E+02   0.686890E+01
  1178   0.100271E+04   0.150066E+02   0.730146E+01
  1179   0.998205E+03   0.151846E+02   0.771639E+01
  1180   0.993579E+03   0.153648E+02   0.811354E+01
  1181   0.988981E+03   0.155465E+02   0.849276E+01
  1182   0.984263E+03   0.157310E+02   0.885391E+01
  1183   0.979574E+03   0.159177E+02   0.919699E+01
  1184   0.974839E+03   0.161057E+02   0.952174E+01
  1185   0.970133E+03   0.162973E+02   0.982824E+01
  1186   0.965383E+03   0.164902E+02   0.101162E+02
  1187   0.960662E+03   0.166851E+02   0.103856E+02
  1188   0.955898E+03   0.168812E+02   0.106363E+02
  1189   0.951089E+03   0.170793E+02   0.108685E+02
  1190   0.946311E+03   0.172787E+02   0.110819E+02
  1191   0.941490E+03   0.174799E+02   0.112766E+02
  1192   0.936700E+03   0.176823E+02   0.114525E+02
  1193   0.931868E+03   0.178858E+02   0.116096E+02
  1194   0.927068E+03   0.180904E+02   0.117480E+02
  1195   0.922300E+03   0.182961E+02   0.118677E+02
  1196   0.917416E+03   0.185036E+02   0.119682E+02
  1197   0.912639E+03   0.187106E+02   0.120500E+02
  1198   0.907821E+03   0.189186E+02   0.121119E+02
  1199   0.903036E+03   0.191268E+02   0.121563E+02
  1200   0.898212E+03   0.193360E+02   0.121817E+02
  1201   0.893495E+03   0.195446E+02   0.121875E+02
  1202   0.888664E+03   0.197549E+02   0.121754E+02
  1203   0.883940E+03   0.199646E+02   0.121440E+02
  1204   0.879175E+03   0.201746E+02   0.120942E+02
  1205   0.874443E+03   0.203833E+02   0.120254E+02
  1206   0.869742E+03   0.205930E+02   0.119385E+02
  1207   0.865148E+03   0.208022E+02   0.118322E+02
  1208   0.860512E+03   0.210116E+02   0.117087E+02
  1209   0.855832E+03   0.212199E+02   0.115668E+02
  1210   0.851257E+03   0.214278E+02   0.114059E+02
  1211   0.846638E+03   0.216359E+02   0.112268E+02
  1212   0.842124E+03   0.218429E+02   0.110305E+02
  1213   0.837565E+03   0.220488E+02   0.108170E+02
  1214   0.833109E+03   0.222550E+02   0.105851E+02
  1215   0.828683E+03   0.224594E+02   0.103355E+02
  1216   0.824285E+03   0.226634E+02   0.100685E+02
  1217   0.819766E+03   0.228663E+02   0.978498E+01
  1218   0.815424E+03   0.230689E+02   0.948352E+01
  1219   0.811035E+03   0.232690E+02   0.916652E+01
  1220   0.806747E+03   0.234680E+02   0.883189E+01
  1221   0.802486E+03   0.236652E+02   0.848126E+01
  1222   0.798252E+03   0.238622E+02   0.811329E+01
  1223   0.794043E+03   0.240574E+02   0.773108E+01
  1224   0.789859E+03   0.242494E+02   0.733107E+01
  1225   0.785776E+03   0.244412E+02   0.691561E+01
  1226   0.781717E+03   0.246306E+02   0.648561E+01
  1227   0.777756E+03   0.248182E+02   0.603970E+01
  1228   0.773746E+03   0.250042E+02   0.557953E+01
  1229   0.769833E+03   0.251878E+02   0.510374E+01
  1230   0.765795E+03   0.253690E+02   0.461470E+01
  1231   0.761929E+03   0.255486E+02   0.411106E+01
  1232   0.758085E+03   0.257251E+02   0.359447E+01
  1233   0.754412E+03   0.259007E+02   0.306282E+01
  1234   0.750686E+03   0.260725E+02   0.251923E+01
  1235   0.747279E+03   0.262427E+02   0.196235E+01
  1236   0.743745E+03   0.264091E+02   0.139307E+01
  1237   0.740231E+03   0.265733E+02   0.810794E+00
  1238   0.736811E+03   0.267352E+02   0.216393E+00
  1239   0.733412E+03   0.268933E+02  -0.389986E+00
  1240   0.730032E+03   0.270492E+02  -0.100672E+01
  1241   0.726820E+03   0.272014E+02  -0.163515E+01
  1242   0.723553E+03   0.273521E+02  -0.227290E+01
  1243   0.720378E+03   0.274976E+02  -0.292304E+01
  1244   0.717296E+03   0.276417E+02  -0.358163E+01
  1245   0.714306E+03   0.277821E+02  -0.425016E+01
  1246   0.711332E+03   0.279182E+02  -0.492679E+01
  1247   0.708376E+03   0.280513E+02  -0.561294E+01
  1248   0.705511E+03   0.281809E+02  -0.630778E+01
  1249   0.702736E+03   0.283083E+02  -0.701031E+01
  1250   0.700052E+03   0.284306E+02  -0.772051E+01
  1251   0.697383E+03   0.285486E+02  -0.843812E+01
  1252   0.694877E+03   0.286646E+02  -0.916290E+01
  1253   0.692311E+03   0.287756E+02  -0.989418E+01
  1254   0.689833E+03   0.288824E+02  -0.106319E+02
  1255   0.687442E+03   0.289865E+02  -0.113758E+02
  1256   0.685212E+03   0.290858E+02  -0.121254E+02
  1257   0.682994E+03   0.291817E+02  -0.128807E+02
  1258   0.680787E+03   0.292728E+02  -0.136411E+02
  1259   0.678664E+03   0.293607E+02  -0.144064E+02
  1260   0.676626E+03   0.294438E+02  -0.151762E+02
  1261   0.674671E+03   0.295237E+02  -0.159504E+02
  1262   0.672799E+03   0.295998E+02  -0.167283E+02
  1263   0.671009E+03   0.296713E+02  -0.175101E+02
  1264   0.669227E+03   0.297389E+02  -0.182954E+02
  1265   0.667600E+03   0.298020E+02  -0.190836E+02
  1266   0.665979E+03   0.298614E+02  -0.198744E+02
  1267   0.664437E+03   0.299156E+02  -0.206677E+02
  1268   0.662982E+03   0.299676E+02  -0.214631E+02
  1269   0.661613E+03   0.300130E+02  -0.222599E+02
  1270   0.660292E+03   0.300548E+02  -0.230589E+02
  1271   0.659056E+03   0.300931E+02  -0.238585E+02
  1272   0.657874E+03   0.301271E+02  -0.246587E+02
  1273   0.656745E+03   0.301562E+02  -0.254594E+02
  1274   0.655699E+03   0.301804E+02  -0.262600E+02
  1275   0.654721E+03   0.302011E+02  -0.270597E+02
  1276   0.653802E+03   0.302178E+02  -0.278592E+02
  1277   0.652956E+03   0.302304E+02  -0.286571E+02
  1278   0.652176E+03   0.302382E+02  -0.294540E+02
  1279   0.651467E+03   0.302414E+02  -0.302485E+02
  1280   0.650831E+03   0.302413E+02  -0.310422E+02
  1281   0.650258E+03   0.302365E+02  -0.318319E+02
  1282   0.649755E+03   0.302272E+02  -0.326192E+02
  1283   0.649314E+03   0.302140E+02  -0.334034E+02
  1284   0.648943E+03   0.301963E+02  -0.341844E+02
  1285   0.648624E+03   0.301748E+02  -0.349607E+02
  1286   0.648374E+03   0.301482E+02  -0.357332E+02
  1287   0.648191E+03   0.301178E+02  -0.365002E+02
  1288   0.648075E+03   0.300831E+02  -0.372634E+02
  1289   0.648016E+03   0.300448E+02  -0.380196E+02
  1290   0.648016E+03   0.300014E+02  -0.387712E+02
  1291   0.648081E+03   0.299545E+02  -0.395167E+02
  1292   0.648202E+03   0.299020E+02  -0.402560E+02
  1293   0.648379E+03   0.298474E+02  -0.409892E+02
  1294   0.648626E+03   0.297880E+02  -0.417125E+02
  1295   0.648920E+03   0.297244E+02  -0.424304E+02
  1296   0.649269E+03   0.296575E+02  -0.431384E+02
  1297   0.649678E+03   0.295866E+02  -0.438395E+02
  1298   0.650141E+03   0.295117E+02  -0.445315E+02
  1299   0.650648E+03   0.294328E+02  -0.452151E+02
  1300   0.651221E+03   0.293493E+02  -0.458888E+02
  1301   0.651846E+03   0.292634E+02  -0.465527E+02
  1302   0.652513E+03   0.291728E+02  -0.472060E+02
  1303   0.653231E+03   0.290785E+02  -0.478505E+02
  1304   0.654000E+03   0.289811E+02  -0.484840E+02
  1305   0.654818E+03   0.288791E+02  -0.491081E+02
  1306   0.655671E+03   0.287749E+02  -0.497200E+02
  1307   0.656588E+03   0.286662E+02  -0.503205E+02
  1308   0.657547E+03   0.285539E+02  -0.509121E+02
  1309   0.658540E+03   0.284371E+02  -0.514903E+02
  1310   0.659589E+03   0.283181E+02  -0.520582E+02
  1311   0.660671E+03   0.281955E+02  -0.526139E+02
  1312   0.661824E+03   0.280701E+02  -0.531573E+02
  1313   0.662994E+03   0.279403E+02  -0.536894E+02
  1314   0.664212E+03   0.278077E+02  -0.542081E+02
  1315   0.665463E+03   0.276724E+02  -0.547149E+02
  1316   0.666760E+03   0.275328E+02  -0.552085E+02
  1317   0.668097E+03   0.273919E+02  -0.556898E+02
  1318   0.669458E+03   0.272461E+02  -0.561574E+02
  1319   0.670858E+03   0.270977E+02  -0.566130E+02
  1320   0.672289E+03   0.269465E+02  -0.570544E+02
  1321   0.673750E+03   0.267935E+02  -0.574832E+02
  1322   0.675250E+03   0.266357E+02  -0.578974E+02
  1323   0.676780E+03   0.264760E+02  -0.582978E+02
  1324   0.678340E+03   0.263138E+02  -0.586853E+02
  1325   0.679922E+03   0.261490E+02  -0.590577E+02
  1326   0.681541E+03   0.259818E+02  -0.594167E+02
  1327   0.683167E+03   0.258127E+02  -0.597617E+02
  1328   0.684837E+03   0.256413E+02  -0.600906E+02
  1329   0.686520E+03   0.254667E+02  -0.604064E+02
  1330   0.688225E+03   0.252896E+02  -0.607071E+02
  1331   0.689957E+03   0.251110E+02  -0.609927E+02
  1332   0.691696E+03   0.249299E+02  -0.612643E+02
  1333   0.693462E+03   0.247466E+02  -0.615196E+02
  1334   0.695240E+03   0.245624E+02  -0.617610E+02
  1335   0.697031E+03   0.243753E+02  -0.619871E+02
  1336   0.698841E+03   0.241873E+02  -0.621967E+02
  1337   0.700663E+03   0.239964E+02  -0.623919E+02
  1338   0.702489E+03   0.238048E+02  -0.625716E+02
  1339   0.704333E+03   0.236110E+02  -0.627365E+02
  1340   0.706181E+03   0.234165E+02  -0.628869E+02
  1341   0.708032E+03   0.232214E+02  -0.630204E+02
  1342   0.709886E+03   0.230242E+02  -0.631389E+02
  1343   0.711751E+03   0.228256E+02  -0.632417E+02
  1344   0.713617E+03   0.226258E+02  -0.633288E+02
  1345   0.715471E+03   0.224262E+02  -0.633998E+02
  1346   0.717334E+03   0.222245E+02  -0.634568E+02
  1347   0.719199E+03   0.220224E+02  -0.634972E+02
  1348   0.721051E+03   0.218198E+02  -0.635217E+02
  1349   0.722911E+03   0.216153E+02  -0.635306E+02
  1350   0.724749E+03   0.214119E+02  -0.635238E+02
  1351   0.726588E+03   0.212073E+02  -0.635016E+02
  1352   0.728406E+03   0.210023E+02  -0.634633E+02
  1353   0.730225E+03   0.207985E+02  -0.634098E+02
  1354   0.732023E+03   0.205934E+02  -0.633412E+02
  1355   0.733823E+03   0.203879E+02  -0.632569E+02
  1356   0.735610E+03   0.201835E+02  -0.631585E+02
  1357   0.737377E+03   0.199779E+02  -0.630432E+02
  1358   0.739117E+03   0.197726E+02  -0.629111E+02
  1359   0.740845E+03   0.195675E+02  -0.627660E+02
  1360   0.742539E+03   0.193642E+02  -0.626044E+02
  1361   0.744236E+03   0.191589E+02  -0.624286E+02
  1362   0.745893E+03   0.189546E+02  -0.622364E+02
  1363   0.747539E+03   0.187505E+02  -0.620318E+02
  1364   0.749137E+03   0.185474E+02  -0.618105E+02
  1365   0.750799E+03   0.183445E+02  -0.615739E+02
  1366   0.752362E+03   0.181417E+02  -0.613245E+02
  1367   0.753901E+03   0.179392E+02  -0.610602E+02
  1368   0.755489E+03   0.177391E+02  -0.607811E+02
  1369   0.756980E+03   0.175384E+02  -0.604874E+02
  1370   0.758447E+03   0.173394E+02  -0.601805E+02
  1371   0.759890E+03   0.171412E+02  -0.598593E+02
  1372   0.761311E+03   0.169439E+02  -0.595245E+02
  1373   0.762708E+03   0.167482E+02  -0.591762E+02
  1374   0.764084E+03   0.165534E+02  -0.588139E+02
  1375   0.765437E+03   0.163594E+02  -0.584392E+02
  1376   0.766768E+03   0.161670E+02  -0.580507E+02
  1377   0.768077E+03   0.159769E+02  -0.576500E+02
  1378   0.769365E+03   0.157862E+02  -0.572366E+02
  1379   0.770558E+03   0.155992E+02  -0.568104E+02
  1380   0.771730E+03   0.154115E+02  -0.563725E+02
  1381   0.772882E+03   0.152268E+02  -0.559214E+02
  1382   0.773865E+03   0.150437E+02  -0.554580E+02
  1383   0.774977E+03   0.148620E+02  -0.549839E+02
  1384   0.775920E+03   0.146826E+02  -0.544978E+02
  1385   0.776845E+03   0.145047E+02  -0.540005E+02
  1386   0.777750E+03   0.143290E+02  -0.534922E+02
  1387   0.778562E+03   0.141555E+02  -0.529730E+02
  1388   0.779505E+03   0.139834E+02  -0.524437E+02
  1389   0.780280E+03   0.138135E+02  -0.519030E+02
  1390   0.780964E+03   0.136465E+02  -0.513540E+02
  1391   0.781704E+03   0.134817E+02  -0.507946E+02
  1392   0.782353E+03   0.133191E+02  -0.502256E+02
  1393   0.782985E+03   0.131593E+02  -0.496473E+02
  1394   0.783526E+03   0.130017E+02  -0.490611E+02
  1395   0.784050E+03   0.128462E+02  -0.484650E+02
  1396   0.784558E+03   0.126942E+02  -0.478621E+02
  1397   0.784977E+03   0.125444E+02  -0.472503E+02
  1398   0.785305E+03   0.123967E+02  -0.466305E+02
  1399   0.785618E+03   0.122532E+02  -0.460035E+02
  1400   0.785917E+03   0.121119E+02  -0.453694E+02
  1401   0.786126E+03   0.119726E+02  -0.447284E+02
  1402   0.786321E+03   0.118375E+02  -0.440812E+02
  1403   0.786429E+03   0.117052E+02  -0.434272E+02
  1404   0.786449E+03   0.115763E+02  -0.427670E+02
  1405   0.786530E+03   0.114493E+02  -0.421006E+02
  1406   0.786451E+03   0.113264E+02  -0.414296E+02
  1407   0.786287E+03   0.112062E+02  -0.407525E+02
  1408   0.786259E+03   0.110885E+02  -0.400701E+02
  1409   0.785999E+03   0.109748E+02  -0.393823E+02
  1410   0.785803E+03   0.108636E+02  -0.386906E+02
  1411   0.785523E+03   0.107556E+02  -0.379937E+02
  1412   0.785159E+03   0.106515E+02  -0.372921E+02
  1413   0.784639E+03   0.105506E+02  -0.365868E+02
  1414   0.784185E+03   0.104528E+02  -0.358769E+02
  1415   0.783650E+03   0.103580E+02  -0.351640E+02
  1416   0.783108E+03   0.102670E+02  -0.344480E+02
  1417   0.782410E+03   0.101783E+02  -0.337297E+02
  1418   0.781707E+03   0.100932E+02  -0.330070E+02
  1419   0.780925E+03   0.100119E+02  -0.322827E+02
  1420   0.780137E+03   0.993418E+01  -0.315562E+02
  1421   0.779271E+03   0.985934E+01  -0.308274E+02
  1422   0.778402E+03   0.978807E+01  -0.300972E+02
  1423   0.777380E+03   0.972034E+01  -0.293654E+02
  1424   0.776431E+03   0.965612E+01  -0.286322E+02
  1425   0.775330E+03   0.959537E+01  -0.278984E+02
  1426   0.774153E+03   0.953807E+01  -0.271638E+02
  1427   0.773050E+03   0.948416E+01  -0.264285E+02
  1428   0.771798E+03   0.943289E+01  -0.256941E+02
  1429   0.770471E+03   0.938643E+01  -0.249582E+02
  1430   0.769144E+03   0.934254E+01  -0.242247E+02
  1431   0.767744E+03   0.930192E+01  -0.234905E+02
  1432   0.766272E+03   0.926528E+01  -0.227579E+02
  1433   0.764875E+03   0.923184E+01  -0.220262E+02
  1434   0.763333E+03   0.920231E+01  -0.212961E+02
  1435   0.761719E+03   0.917517E+01  -0.205684E+02
  1436   0.760109E+03   0.915188E+01  -0.198438E+02
  1437   0.758354E+03   0.913239E+01  -0.191202E+02
  1438   0.756604E+03   0.911520E+01  -0.184011E+02
  1439   0.754785E+03   0.910249E+01  -0.176831E+02
  1440   0.752971E+03   0.909275E+01  -0.169696E+02
  1441   0.751089E+03   0.908594E+01  -0.162609E+02
  1442   0.749140E+03   0.908277E+01  -0.155554E+02
  1443   0.747123E+03   0.908395E+01  -0.148530E+02
  1444   0.745114E+03   0.908722E+01  -0.141561E+02
  1445   0.742965E+03   0.909477E+01  -0.134647E+02
  1446   0.740899E+03   0.910434E+01  -0.127773E+02
  1447   0.738619E+03   0.911812E+01  -0.120938E+02
  1448   0.736424E+03   0.913535E+01  -0.114189E+02
  1449   0.734164E+03   0.915449E+01  -0.107487E+02
  1450   0.731841E+03   0.917774E+01  -0.100847E+02
  1451   0.729529E+03   0.920434E+01  -0.942852E+01
  1452   0.727080E+03   0.923350E+01  -0.877998E+01
  1453   0.724643E+03   0.926595E+01  -0.813677E+01
  1454   0.722218E+03   0.930166E+01  -0.750027E+01
  1455   0.719731E+03   0.933988E+01  -0.687187E+01
  1456   0.717183E+03   0.938205E+01  -0.625221E+01
  1457   0.714499E+03   0.942593E+01  -0.563896E+01
  1458   0.711902E+03   0.947372E+01  -0.503352E+01
  1459   0.709244E+03   0.952392E+01  -0.443503E+01
  1460   0.706526E+03   0.957798E+01  -0.384562E+01
  1461   0.703821E+03   0.963291E+01  -0.326520E+01
  1462   0.701056E+03   0.969165E+01  -0.269292E+01
  1463   0.698157E+03   0.975344E+01  -0.212868E+01
  1464   0.695347E+03   0.981752E+01  -0.157312E+01
  1465   0.692403E+03   0.988459E+01  -0.102688E+01
  1466   0.689549E+03   0.995465E+01  -0.489131E+00
  1467   0.686561E+03   0.100269E+02   0.387546E-01
  1468   0.683589E+03   0.101021E+02   0.557616E+00
  1469   0.680633E+03   0.101795E+02   0.106681E+01
  1470   0.677470E+03   0.102590E+02   0.156718E+01
  1471   0.674472E+03   0.103421E+02   0.205661E+01
  1472   0.671416E+03   0.104273E+02   0.253666E+01
  1473   0.668303E+03   0.105145E+02   0.300597E+01
  1474   0.665058E+03   0.106038E+02   0.346611E+01
  1475   0.661905E+03   0.106951E+02   0.391570E+01
  1476   0.658695E+03   0.107892E+02   0.435409E+01
  1477   0.655503E+03   0.108852E+02   0.478289E+01
  1478   0.652255E+03   0.109832E+02   0.520069E+01
  1479   0.649026E+03   0.110838E+02   0.560737E+01
  1480   0.645740E+03   0.111864E+02   0.600349E+01
  1481   0.642407E+03   0.112900E+02   0.638869E+01
  1482   0.639100E+03   0.113963E+02   0.676286E+01
  1483   0.635753E+03   0.115044E+02   0.712580E+01
  1484   0.632419E+03   0.116136E+02   0.747753E+01
  1485   0.629044E+03   0.117245E+02   0.781785E+01
  1486   0.625653E+03   0.118380E+02   0.814695E+01
  1487   0.622245E+03   0.119516E+02   0.846447E+01
  1488   0.618843E+03   0.120678E+02   0.877052E+01
  1489   0.615402E+03   0.121856E+02   0.906482E+01
  1490   0.611960E+03   0.123036E+02   0.934751E+01
  1491   0.608509E+03   0.124232E+02   0.961835E+01
  1492   0.605058E+03   0.125445E+02   0.987743E+01
  1493   0.601592E+03   0.126658E+02   0.101246E+02
  1494   0.598118E+03   0.127887E+02   0.103598E+02
  1495   0.594644E+03   0.129132E+02   0.105831E+02
  1496   0.591163E+03   0.130384E+02   0.107944E+02
  1497   0.587675E+03   0.131636E+02   0.109937E+02
  1498   0.584196E+03   0.132903E+02   0.111809E+02
